data_avaliacao;titulo;comentario_positivo;comentario_negativo;nota;;;;;;
2 de junho de 2022;Receptividade, conforto e praticidade.;Reservei 1h antes do check in e fui muito bem recebida pelos funcionários. Apesar da estrutura um pouco antiga dos quartos, achei confortável e destacado a cama. Café da manhã bom também.;Quartos tem um aspecto um pouco antigo mas não impacta tanto.;10;;;;;;
31 de maio de 2022;Satisfatório;;Cheiro se mofo na recepcao;6;;;;;;
28 de maio de 2022;Satisfatório;Os funcionários atenciosos;Prefiro não comentar deixa pra uma próxima.;6;;;;;;
26 de maio de 2022;Instalação precisa com urgência de manutenção;Funcionários bem atenciosos;O quarto com mofo;;;;;;;
Picina com várias azulejo quebrado com risco profundo de se cortar;;;;;;;;;;
A banheira não tinha aviso que estava em manutenção;;;;;;;;;;
"Água da banheira amarelada com ferrugem""";5;;;;;;;;;
25 de maio de 2022;não recomendável;nada;tudo, cama muito mole, chuveiro não esquente, reclamamos 6 vezes na recepção e nada adiantou;1;;;;;;
23 de maio de 2022;Decepcionante;Cadê da manhã muito gostoso.;;;;;;;;
"Funcionários prestativos e atenciosos.""";Hotel muito antigo, com muito mofo nos quartos, encanamento enferrujado que toda hora a água vinha suja. Chuveiro não esquentava direito, ar condicionado não esfriava direito. Fomos a piscina, e ela está completamente destruída, apesar de limpa, os azulejos estavam com lodo, azulejos faltando, pedrasda beirada quebrada, grelhas dos ralos enferrujados. Se alguém pisar ali, corta o pé.;;;;;;;;;
Sinceramente; a única coisa que prestou foi o café da manhã e a receptividade dos funcionários. ;;;;;;;;;
Ah; outra coisa;" não tem estacionamento. Tem que deixar o carro na rua. Quartos mau iluminados.""";4;;;;;;;
22 de maio de 2022;experiências ruins;Café da manhã só;a recepção foi terrível recebida por um homem que parece não querer mais trabalhar com clientes.;1;;;;;;
22 de maio de 2022;Satisfatório;Atendimento dos funcionarios...prestativos e atenciosos...;O quarto precisa mais limpeza inclusive o ar condicionado precisa limpar os filtros pois o ar cheira mofo e poeira..pra quem é alérgico fica difícil...;6;;;;;;
18 de maio de 2022;Reforma do antigo canários já!;Localização é ótima! A piscina é boa;Quarto fica sem energia quando n a ninguém. N da pra carrega o celular. Forte cheiro de mofo na recepção. TV não funciona direito, sem acesso a Internet. Móveis antigos. Não tem como controlar a temperatura do ar condicionado. O café da manhã deixa a desejar. Ñ é o que se apresenta no anúncio.;5;;;;;;
17 de maio de 2022;Aceitável;Os funcionários muito anteriores e queridos ...sempre atendendo nossas necessidades cafe da manhã muito bom;Barulho acordei a noite e minhas crianças também perderam o sono..;5;;;;;;
16 de maio de 2022;Não recomendo até melhorar.;O hotel necessita de reforma urgente e só voltar a atender após tais reformas.;O cheiro de sujeira, a sujeira, tudo precisa de melhoria.;1;;;;;;
16 de maio de 2022;Decepcionante;O café da manhã é bem bom, ambiente gostoso e bem servido. A localização é muito boa.;O quarto estava com agua perto da porta (um provável vazamento). O chuveiro quente NÃO FUNCIONA! Você gira a torneira e simplesmente não sai água. As toalhas estava com cheiro forte.;4;;;;;;
15 de maio de 2022;Não recomendo este hotel;Localização;Sistema de ar condicionado extremamente sujo, quartos muitos velhos com excessivo cheiro de mofo. Elevadores muito lentos e com problema de funcionamento.;2;;;;;;
14 de maio de 2022;Excepcional;Chuveiro;Qualidade do cobertor e não regulagem do ar condicionado;10;;;;;;
14 de maio de 2022;muito boa;localização, atendimento e o café!;senti falta de um estacionamento.;10;;;;;;
11 de maio de 2022;Péssimo;;Do recepcionista;1;;;;;;
30 de abril de 2022;Ótimo custo benefício e localização;Não tive nada reclamar da estadia. ;;;;;;;;
O quarto é bem grande; com dois ambientes. Frigobar e ar condicionado funcionando muito bem; Smart TV; cama confortável. ;;;;;;;
"A equipe também foi muito atenciosa. A moça que faz a limpeza é um amor de pessoa.""";Só aconteceu um problema com a máquina na hora de fazer o pagamento mas a equipe resolveu o problema no mesmo dia. Não tenho nada a reclamar do hotel.;10;;;;;;;;
29 de abril de 2022;Pior experiência da vida;De nada. Desde o atendimento até a falta de empatia em saber que iríamos ficar somente 8 horas no hotel por conta do horário do nosso vôo! Qualidade dos atendentes da recepção terrível!;De tudo. Péssimo atendimento quarto totalmente desconfortável. Uma pena uma instalação dessa ser tão ruim em uma localização super bacana.;1;;;;;;
27 de abril de 2022;MUITO RUIM;Próximo a praia;O colchão de mola pequeno e com uma baixa no meio. Café da manhã muito simples, não existe nemhum atendimento caso precise que leve água para o apt, até porque o frigobar fica vazio. Apt muito pequeno. O check-out só pode ser as 15h. As pousadas são melhores que o hotel que tudo está decadente;4;;;;;;
24 de abril de 2022;Localização e piscina salvam a estadia;Localização, funcionários atenciosos (destaque para as camareiras e manobristas) e piscina.;Hotel antigo e sem manutenção, no nosso quarto, cartão p acesso ao quarto com defeito trocado várias vezes, desgastante, telefone p acesso a recepção não funcionava ou seja tudo tínhamos q descer p solicitar na recepção, garagem quase inexistente, sem circulação, úmida, quente e apertada, preferível deixar o carro fora.;5;;;;;;
24 de abril de 2022;precisa melhorar equipe e acomodações;so a localização;hotel com cheiro de velho, os funcionários não atendem telefone, e ainda não informam ao hospede algumas regras do hotel;1;;;;;;
21 de abril de 2022;Regular;Sem palavras prefiro não comentar;Atendimento péssimo funcionário querendo saber da vida do hóspede inaceitável;5;;;;;;
19 de abril de 2022;um hotel rasoável, mas infelizmente na estrutura em geral deixou a desejar.;A localização era muito boa, os atendentes atenciosos.;Um cheiro de mofo insuportável desde a entrada do hotel, as áreas comuns. Ainda bem que dentro do quarto não senti.;5;;;;;;
18 de abril de 2022;Excepcional;Café da manha muito bem servido, otima localizaçao;;10;;;;;;
17 de abril de 2022;Aceitável;A localização.;As acomodações do quarto e do hotel em si possui uma iluminação que deixa a desejar, o banheiro foi encontrado com sujidades, ademais foi encontrado no café-da-manhã pão envelhecido.;5;;;;;;
17 de abril de 2022;Aceitável;;barulho, café da manhã péssimo, recepcionistas antipaticos;5;;;;;;
17 de abril de 2022;Satisfatório;Localização;Limpeza;6;;;;;;
16 de abril de 2022;Poderia ser muuuuuito melhor do que é.;Café da manhã;Cheiro de mofo por todas as áreas ;;;;;;;
Ar condicionado sujo ;;;;;;;;;;
Móveis sem conservação; velhos;;;;;;;;;
Preços muito altos ;;;;;;;;;;
Tv pequena ;;;;;;;;;;
"Wi-fi horrível""";4;;;;;;;;;
16 de abril de 2022;Desconfortável;Não gostei de nada;Elevador, café da manhã, quarto, guarda roupa sujo e velho,;4;;;;;;
15 de abril de 2022;Excepcional;Café da manhã top.;;10;;;;;;
15 de abril de 2022;Péssimo;;primeiro,na parte da piscina não tem garçom pra atender,você tem que se levantar pegar sua bebida e retornar e quando pede um balde com gelo não tem e no final ainda cobrem 10% com que serviço ? que não tivemos o serviço e formos obrigado a pagar,poderia me explicar que lei é essa de você que eu não entendi! e o restaurante funciona até 14h depois disso ficamos com fome e não tem como pedir nada para comer,apenas delivery ou sair do hotel,tive uma experiência péssima não retornarei aí!;1;;;;;;
10 de abril de 2022;Decepcionante;Nada.;Hotel cheira mal, mofo e ácaros.;4;;;;;;
4 de abril de 2022;Aceitável;O café da manhã estava bom.;Meu quarto estava com cheiro de mofo, os lençóis estavam limpos, mais eram bem finos. O ar condicionado estava pingando em cima da cama, e a garagem que é informada a disponibilidade no site, não tinha vagas, ou seja, meu carro ficou na rua lotada de carros, quase sem vagas. Só não foi pior porque o manobrista de carros, um senhor muito gentil e antencioso, ficou olhando o carro. Se não pode oferecer um estacionamento, não colocasse no anúncio aqui no booking.;5;;;;;;
3 de abril de 2022;Enfim, péssima estadia. Não voltaria e não recomendo!;Nada.;Pagamos por quarto com cama de casal e tinham duas camas de solteiro. Telefone do quarto não funcionava, se precisássemos de algo, era necessário descer. Jato de água fria no chuveiro era muito fraco, parecia uma bica;;;;;;;
6 de janeiro de 2025;Muito bom;Gostei do café da manhã e dos funcionários;Dá limpeza,e estrutura do hotel precisando de reparos,o quarto que eu estava o chuveiro estava quebrado encalhado com um pedaço de plástico podi;8;;;;;;
20 de outubro de 2024;bom;recepção;a porta do quarto não estava fechando direito;8;;;;;;
16 de outubro de 2023;Bom hotel mais não tem garagem tem que colocar o carro na rua;Hotel bom;Não tem estacionamento;7;;;;;;
17 de agosto de 2023;Boa;Espaço;Elevador;8;;;;;;
22 de julho de 2023;Ótimo custo benefício;Funcionários e conforto;Demora para o check in;9;;;;;;
9 de maio de 2023;Boa;Boa localização, limpeza, funcionários;café da manhã com poucas opções;9;;;;;;
15 de janeiro de 2023;ótimo custo Benefício;quarto organizado, banheiro limpo;decoração bem antiga;8;;;;;;
17 de novembro de 2022;Só deveria ter resolvido meu banho pra ser top;cama, espaço do quarto e tudo limpo;porque no meu quarto 412 fique sem água e tive q dormir sujo;9;;;;;;
29 de outubro de 2022;Fantástico;Simpatia dos funcionários, localização próxima da praia e do comércio.;;9;;;;;;
10 de outubro de 2022;maravilhosa;café da manhã excelente;tudo muito bom;9;;;;;;
3 de outubro de 2022;Foi ótima;Educação dos funcionários principalmente a moça que recepciona no café da manhã, perfeita. No geral gostei de tudo;;9;;;;;;
13 de setembro de 2022;Muito bom;Estavam em reforma e não tivemos acesso à piscina.;;8;;;;;;
20 de maio de 2022;Fantástico;limpeza;não gostei pq quando eu estava dormindo , entrou outro hóspede no quarto pq o pessoal da recepção se confundiu com os quarto , foi constrangedor essa situação por sinal eu e meu companheiro estava sem roupa.;9;;;;;;
13 de março de 2025;Excepcional;Ótimo;;10;;;;;;
28 de dezembro de 2023;Maravilhosa;Tudo;;10;;;;;;
4 de dezembro de 2023;Boa;Tudo;O banheiro pequeno, sou cadeirante;10;;;;;;
24 de setembro de 2023;Hotel excelente!;Os funcionários muito bem treinados, sorridentes e pronto a ajudar. A alimentação perfeita, café da manhã com muita variedade e delicioso.;Falta de estacionamento;10;;;;;;
22 de agosto de 2023;Excepcional;Estão sendo modernizadas e estão ficando muito boas!;;10;;;;;;
25 de junho de 2023;Excelente;Maravilhoso gostei tudo café maravilhoso muito opção;Não tem o que reclamar;10;;;;;;
20 de junho de 2023;satisfatória, mas poderia ser melhor.;Localização é um ponto forte.;• A TV além de não funcionar muito bem e ter apenas um canal disponível, despencou da parede sozinha por ter sido fixada de forma inapropriada, ficando suspensa apenas pelo cabo de energia e antena.;;;;;;;
;;;;;;;;;;
• Ar-condicionado um tanto quanto “cansado”.;;;;;;;;;;
;;;;;;;;;;
"• Elevador deu um tranco entre o 5° e 6° andar que fez os ocupantes acharem que o mesmo iria despencar e ficou alguns segundos parado.""";6;;;;;;;;;
10 de dezembro de 2022;na próxima escolho outro.;localização;sem lençol, cortina entra muita claridade pela manhã, isso encomenda a dormida.;2;;;;;;
2 de dezembro de 2022;Excepcional;Tudo maravilhoso, atendimento excelente, café da manhã uma delícia.;Nada a reclamar!;10;;;;;;
11 de setembro de 2022;Satisfatório;Ótimo atendimento dos/as funcionários, boa localização e bom café da manhã.;A cama de casal eram duas camas de solteiro juntas e machucou muito minha coluna. Não foi informado que o hotel estava em reforma, nem foi informado que a piscina estava interditada, e havia muita poeira por causa da reforma. O sanitário do banheiro estava frouxo, o colchão era muito velho, as roupas de cama eram encardidas.;6;;;;;;
14 de agosto de 2022;Decepcionante;café da manhã muito bom;hotel está sem estacionamento, o quarto que vimos nas fotos não é o msm quando chegamos, elevador não estava funcionando muita vezes subimos de escada 5 andares, a recepção com cheiro de mofo.;4;;;;;;
10 de agosto de 2022;Aceitável;quartos amplos e bom café da manhã;instalações antigas ;;;;;;;
"apenas 1 elevador funcionando""";5;;;;;;;;;
8 de agosto de 2022;razoável;localização;muita infiltração. moço. ar condicionado de tubulação cheio de sujeira, estrutura antiga não tem manutenção adequada ,;;;;;;;
"Frigobar tido enferrujado""";6;;;;;;;;;
23 de julho de 2022;quartos confortáveis porém cheiro de mofo desde a entrada, falta estacionamento;conforto quantos grandes;cheiro de mofo e chuveiro quebrado, e recepção;6;;;;;;
19 de julho de 2022;localização ótima bom atendimento mas as instalações antigas;localização;móveis antigos;6;;;;;;
21 de maio de 2022;Decepcionante;;cheiro forte de mofo na recepção. tampa do vaso solta, boxe do banheiro sem puxador.;4;;;;;;
24 de abril de 2022;prédio antigo, só 1 elevador, ar condicionado péssimo, cama para casal pequena, frigobar quebrado;preço;ar sem funcionar;;;;;;;
frigobar quebrado; trocado e o novo sem funcionar tb;;;;;;;;;
cama para o casal ; pequena;" parece solteirão""";1;;;;;;;
16 de abril de 2022;Péssimo;só a dormida;o atendimento o café, os antigos proprietários, a recepção era melhor em tudo.;1;;;;;;
28 de março de 2025;Bom;Under maintenance and little confused on breakfast rush;;7;;;;;;
2 de novembro de 2024;Muito bom;We were just passing through. We arrived late and had to get back to the airport early. The hotel was perfect for that. Reception very friendly and helpful.;;8;;;;;;
23 de agosto de 2024;Muito bom;I liked the very friendly staff, the facilities and the breakfast. The location is brilliant. Great value.;I cannot say a bad thing involving my experience.;8;;;;;;
28 de junho de 2024;Bom;The staff are so friendly, they are very nice, for me the best part was being treated so kind by the staff , they do all they can to make your stay an enjoyable time.;The apartment wasn't really good, it looked old, the wall was dirty ,the shower would hold water on the floor after your shower , the water wouldn't go down the drain completely. The bedroom needs a good upgrade;7;;;;;;
