data_avaliacao;titulo;comentario_positivo;comentario_negativo;nota;;;;;;
5 de abril de 2024;Gostei da localização perto de tudo ..;Localização;Não tinha cadeira na varanda , e faltando controle da tv é do ar no quarto .;7;;;;;;
29 de março de 2024;Decepcionante;Localização é o ponto alto;Estrutura do hotel velha, banheiro estava com vazamento, café da manhã fraco.;7;;;;;;
23 de março de 2024;Muito bom;Localização.;Tratamento do colaborador no check in e a cama caía para um lado;8;;;;;;
20 de março de 2024;Relaxante, aconchegante, maravilhosa;A localização e ótima fica de frente para praia, a área da piscina e maravilhosa, tem uma vista perfeita lá de cima quarto bem grande e espaçoso, o café da manhã muito bom. Funcionários prestativos e educados.;Dos elevadores, acho que precisa de uma boa reforma, e o café da manhã da para melhorar mais, ter mais opções de frutas e sucos naturais.;8;;;;;;
17 de março de 2024;Bom;Ótima localização e café da manhã muito bom.;Houve alguns acontecimentos que poderiam ser evitados, como por exemplo:;;;;;;;
1) faltou água no hotel. Quando fiz o check In e fui para o quarto não fui avisado de que não tinha água; pois estavam em manutenção. Cheguei no quarto; liguei o chuveiro e saiu água bem suja…;;;;;;;;
2) tiveram que me trocar de quarto pq o ar condicionado não estava funcionando. O cofre deu problemas…;;;;;;;;;;
3) Total falta de segurança: eu deitado; 11 da noite; e de repente a porta é aberta por uma criança e uma mãe. A recepção codificou a chave e liberou o meu quarto para eles. Agora; imagine a confusão; afinal; eu estava usando o quarto. Tudo bem que se desculparam;" mas é um erro inaceitável. É o tipo de coisa que não pode acontecer em um hotel.""";7;;;
14 de março de 2024;Não é a primeira opçãop em Recife - PE;Ótima localização, bom café da manhã. ;;;;;;;;
"Equipe simpatica.""";O hotel nitidamente precisa de uma melhor manutenção e reforma. Instalações simples, mas carecem de reforma.;7;;;;;;;;
8 de março de 2024;Pretendo voltar ao hotel.;Bom café da manhã. Equipe de funcionários atenciosa. Localização perfeita.;A piscina está mal cuidada. Alguns vazamentos no banheiro.;8;;;;;;
5 de março de 2024;Eu voltaria sim!;A água do chuveiro era bem forte e quente na medida certa porque podia regular.;;;;;;;;
O quarto estava limpo; o ar-condicionado funcionava perfeitamente bem; tu e frigobar estavam ok;" café da manhã muito variado e tudo muito gostoso.""";A área da piscina precisa de uma limpeza mais completa, os vidros estavam sujos e algumas áreas da piscina precisam de limpeza profunda pra remover umas manchas e alguns locais um tipo de lodo, algo comum em áreas de piscina, só dar uma atenção maior nessa área .;7;;;;;
1º de março de 2024;Muito bom;As camas sao boas, mas um pouquinho mais de conforto seria otimo... ;;;;;;;;
;;;;;;;;;;
Cafe da manha sensacional. Não tinha ´pao de queijo no buufet; e minha filha queria muito; a cozinheira prontamente preparou e fez;" entregando uma quantidade pra ela assim que saimos do cafe. adorei isso...""";Faltou um chuveiro na entrada do hotel hehehe.;8;;;;;
27 de fevereiro de 2024;Fantástico;Localização e quarto confortavel espaçoso e vista pra o mar;;9;;;;;;
27 de fevereiro de 2024;Muito bom;Hotel frente ao mar e tem restaurante com bons preços;Instalações antigas e piscina pequena;8;;;;;;
26 de fevereiro de 2024;Excelente escolha;Café da manhã espetacular, cama confortável e ar condicionado eficaz;;9;;;;;;
26 de fevereiro de 2024;Fantástico;A localização é ótima.;;9;;;;;;
25 de fevereiro de 2024;Ponto;Ponto;Ponto;8;;;;;;
24 de fevereiro de 2024;Muito Boa;;Elevador não possui climatização.;8;;;;;;
22 de fevereiro de 2024;Boa opção na praia de Boa Viagem.;Localização, café da manhã, área do restaurante, tamanho do quarto.;"Na última noite comprei um espumante para tomar com a minha namorada enquanto jantávamos no restaurante e, para minha surpresa, a funcionária informou que teria que cobrar R$40,00 como ""taxa da rolha"". Achamos um absurdo! Telefonei para um ótimo restaurante de frutos do mar localizado a 50 metros do hotel e informaram que não cobrariam nada e ainda forneceriam um balde com gelo e taças. Assim, tivemos um jantar maravilhoso. Sr. Gerente do Jangadeiro: já ouviu falar em ""fidelização de cliente""? Acho que não.....";8;;;;;;
20 de fevereiro de 2024;Fantástico;Quarto amplo, limpo, com vista para o mar;Falta um suco de laranja natural no café da manhã;9;;;;;;
19 de fevereiro de 2024;Bom;A vista é incrível e a cama era bem confortável.;O wi-fi quase não pegava no quarto e o café da manhã não é muito legal, tem bastante opção, mas nada muito saboroso. O que mais me incomodou, na verdade, foi a falta de informação sobre as coisas. No check-in não me falaram nada sobre serviço de quarto, comodidades do hotel, horários de funcionamento, nem mesmo a senha do wifi que tive que ligar pra pedir depois que vi que não tinha informações sobre no quarto.;7;;;;;;
16 de fevereiro de 2024;Fantástico;Gostei da localização do hotel e o tamanho do quarto bem espaçoso;O café da manhã poderia ser melhor;9;;;;;;
15 de fevereiro de 2024;Fantástico;normal sem muitas opções extravagates;cama e toalhas de banho;9;;;;;;
10 de fevereiro de 2024;Muito bom;Excelente atendimento recebendo de forma respeitosa todos os hóspedes.;A comida do restaurante pode melhorar.;8;;;;;;
29 de janeiro de 2024;Muito bom;A localização.;Café da manhã;8;;;;;;
25 de janeiro de 2024;Boa com excelência dos serviços;Limpeza;Achei um pouco antigo;8;;;;;;
20 de janeiro de 2024;Muito bom;Localização e acomodação;;8;;;;;;
15 de janeiro de 2024;Muito bom;Ótima localização e bom custo benefício;;8;;;;;;
10 de janeiro de 2024;boa;localização, wifi gratis, equipe do hotel.;os quartos poderiam ser mais confortáveis. A alimentação poderia ser mais saudável.;7;;;;;;
9 de janeiro de 2024;regular;Da localização e da equipe do hotel.;;;;;;;;
"O café poderia ser melhor.""";A comida poderia melhorar a qualidade e a variedade.;7;;;;;;;;
9 de janeiro de 2024;Bom;Visual;Muito mofo nas acomodações, elevadores, etc Não recomendável para alérgicos, asmáticos, portadores de rinite, etc;7;;;;;;
7 de janeiro de 2024;Muito bom;Localização excelente. O calçadão em frente é bem tranquilo e muitas pessoas se exercitam nele sem aparente preocupação com segurança. Restaurante também atende muito bem, inclusive para outras refeições além do café da manhã.;Não ter um estacionamento foi um ponto negativo, embora exista um estacionamento privado 24h (pago a parte), bem em frente à porta traseira do hotel.;8;;;;;;
4 de janeiro de 2024;Muito bom;Localização;Limpeza;8;;;;;;
4 de janeiro de 2024;Bom;Hotel está muito bem localizado, com fácil acesso e próximo ao aeroporto. Atendimento excelente de toda as equipes do hotel e café da manhã muito bom com várias opções.;Frequentemente o elevador está em manutenção e durante esta hospedagem, o hotel estava sem água quente.;7;;;;;;
3 de janeiro de 2024;Pela localização vale a pena;Localização ;;;;;;;;
Staff atencioso;;;;;;;;;;
"Cafe da manhã satisfatorio""";Sem tomada perto da cama. Fizeram reforma com painel de madeira sem acesso a tomada;7;;;;;;;;
30 de dezembro de 2023;Gostei muito do hotel.;tamanho do quarto (consegui acomodar bem as 4 malas), localização, café da manhã.;Elevador lento.;9;;;;;;
29 de dezembro de 2023;Facilidade;Localização do hotel;Acesso para. Estacionamento;7;;;;;;
27 de dezembro de 2023;Bom;Localização excelente, quarto bom,;Café da manhã deixa a desejar, não tem garagem para carro.;7;;;;;;
22 de dezembro de 2023;Acolhimento e funcionários capacitados;Localização;Comida;7;;;;;;
21 de dezembro de 2023;Hotel c vista incrível;Localização do Hotel, conforto , preço do hotel;Alimentação, travesseiro;9;;;;;;
19 de dezembro de 2023;Hotel muito bom, confortável e organizado.;Café da manhã bom e completo. Piscina muito boa. Excelente vista do quarto para a praia. Funcionários atenciosos e prestativos. Restaurante custo beneficio e com excelentes opções de comidas.;Localização, não há tantas opções próximas para passeios ou restaurantes para ir a pé por exemplo.;8;;;;;;
18 de dezembro de 2023;Excelente custo beneficio.;Localização e quarto espaçoso.;Sem estacionamento.;9;;;;;;
16 de dezembro de 2023;Muito bom;Café da manhã;Problema no chuveiro e no ar condicionado;8;;;;;;
11 de dezembro de 2023;Conforto ,e lazer é bom Dimas ,eu voltarei assim que puder.;Localização ,e o tratamento dos funcionários.;Estacionamento que não tem;8;;;;;;
30 de novembro de 2023;Muito bom;O melhor do hotel é sua localização á beira mar.;;;;;;;;
"Tem bom custo benefício.""";;8;;;;;;;;
29 de novembro de 2023;Bom;;Soube na hora do pagamento ,que por a reserva ser feita no app da booking não poderia ser parcelado a compra ,e achei absurdo não informarem no ato da reserva ,deveríamos saber esse tipo de informação pra estarmos prevenidos.;7;;;;;;
25 de novembro de 2023;Bom;Localização, camas e limpeza 10.;Café da manhã mediano, água dos chuveiros frias, não esquenta muito bem.;7;;;;;;
25 de novembro de 2023;Foram dias inesquecíveis, apesar dos problemas citados, os funcionários resolveram rápido.;Localização, funcionários dedicados com elevado nível de educação para com os clientes. Todos os problemas que tive durante a estadia foram bem resolvidos. A cozinha do restaurante Leme excelente.;Aparelho de TV antiquado, o ar condicionado com baixo rendimento. Foi necessário, durante a estadia, a troca de quarto devido a obra que estavam realizando. Após conclusão da obra, retornei ao quarto original.;7;;;;;;
25 de novembro de 2023;Bom;Localização e vista do quarto maravilhosos.;;7;;;;;;
23 de novembro de 2023;Fantástico;Limpeza e comodidade do quarto. O café da manhã é ótimo, com tapioca e omelete preparados na hora;A iluminação do quarto poderia ser mais aconchegante. Só há uma luz no teto.;9;;;;;;
22 de novembro de 2023;Muito bom;Café da manhã bom, atendimento bom, boa localização!;O hotel está em reforma!;8;;;;;;
22 de novembro de 2023;Bom;;enxoval cama e banho precisa trocar;7;;;;;;
21 de novembro de 2023;Local bom;Café da manhã é localização;Limpeza;7;;;;;;
20 de novembro de 2023;Muito bom;Custo;Chuveiro não esquentava;8;;;;;;
19 de novembro de 2023;Muito bom;Localização.;Café da manhã.;8;;;;;;
18 de novembro de 2023;Muito bom;O atendimento;;8;;;;;;
17 de novembro de 2023;Hotel para se hospedar rápido;Da localização;Do chuveiro pingando e da falta de privacidade, muitos prédios em volta, próximos.;;;;;;;
;;;;;;;;;;
Café da manhã;" fraco.""";7;;;;;;;;
17 de novembro de 2023;Voltaria;Os quartos são amplos e a localização.;A demora no check-in;8;;;;;;
13 de novembro de 2023;Caro demais para o oferecido;Localização e conforto dos quartos;O café da manhã foi muito inferior ao que é mostrado nas fotos. Caro demais pra o que oferece;8;;;;;;
11 de novembro de 2023;Muito bom;A localização é mt boa;Acho um pouco caro prado condições do hotel;8;;;;;;
9 de novembro de 2023;Muito bom;Localização;Instalações antigas e poucos funcionários;8;;;;;;
7 de novembro de 2023;Muito bom;Localização muito boa, quarto amplo e limpo, bela vista da praia de boa viagem. Fácil locomoção pra chegada e saída. Todos os equipamentos funcionando bem (TV, ar-condicionado, secador de cabelo, frigobar).;Atendimento acredito que pode melhorar, os funcionários podem ter mais iniciativa e tornar a experiência ainda melhor. Outro ponto que pode ser melhorado é o controle de entrada que está sempre cheio de não hóspedes.;8;;;;;;
6 de novembro de 2023;Foi super agradável adorei o restaurante que fica no térreo do hotel;Cama e quarto escuro, silêncio total;O banheiro entupiu, mas resolveram rápido;8;;;;;;
6 de novembro de 2023;Bom;Atendimento cortês e educado. Localização excelente. Acomodações boas.;Falta de garagem / estacionamento próprio ou pelo menos convênio com o hotel. A piscina não estava limpa o que nos decepcionou bastante pois não nos sentimos compelidos a utiliza-la.;7;;;;;;
6 de novembro de 2023;ótimo custo benefício;Localização excelente, em frente a praia. Café da manhã bom. Quarto com bom espaço.;Nada a registrar;7;;;;;;
5 de novembro de 2023;Boa experiência, menos com o wi-fi;Ótima localização, em frente a praia. A varanda dava pra ver a praia também, mesmo não sendo em frente ao mar. O banheiro era bem espaçoso, assim como o quarto em si. Bem confortável!;O wi-fi não funcionava de jeito nenhum. Somente o da recepção. No quarto tivemos que usar dados móveis. O café da manhã também não foi tão bom como imaginei, tinha poucas opções.;8;;;;;;
30 de outubro de 2023;Maravilhosa;Gostei do espaço da acomodação e limpeza;;9;;;;;;
28 de outubro de 2023;Funcionários excelentes;;;;;;;;;
24 de outubro de 2023;Top;Acormodacao ótima, cama confortável,café da manhã excelente,funcionários educados, atencioso cordiaias sempre…;Não gostei muito do banheiro, na questão da troca de roupa de cama que não trocarão pediu não foi realizado;8;;;;;;
24 de outubro de 2023;Muito bom;Localização;Café da manhã razoável;8;;;;;;
23 de outubro de 2023;O hotel é bem bacana;O hotel tem uma ótima localização, o quarto em que ficamos foi o standart que foi de acordo com nossa expectativa.;;;;;;;;
"O funcionários sempre foram gentis e nos atenderam muito bem.""";Nada demais.;7;;;;;;;;
23 de outubro de 2023;Bom;A localização é excelente, pois é de frente para a praia, na região de Boa Viagem, havendo bons restaurantes muito próximos do local. Quartos são bem amplos.;Achei as instalações um pouco antigas. Durante nossa estadia tivemos muitos problemas com elevadores não funcionando. Na hora do checkin, achei o atendente pouco simpático, sem nenhuma receptividade.;7;;;;;;
20 de outubro de 2023;Muito bom;;Cafe da manha!;8;;;;;;
18 de outubro de 2023;Bom;Localização, limpeza e conforto.;Restaurante, almoço e jantar com bom atendimento dos garçons e comida e pizza ruim 👎;7;;;;;;
17 de outubro de 2023;Esperava mais;Boa localização e cama grande. Atenciosos com alergias.;O atendimento no geral foi simplesmente ''okay'', garçons pouco atenciosos quando jantamos no restaurante do hotel e a comida demorou bastante mas estava gostoso. Porém no café da manhã vi uma barata no salão. a limpeza do banheiro não estava muito boa. Hotel velho!;7;;;;;;
13 de outubro de 2023;Fantástico;Excelente localização;Instalações antigas.;9;;;;;;
12 de outubro de 2023;Muito bom;O quarto era grande, tinha uma varanda, super bem arejado... Banheiro grande, tudo muito bom. Café da manhã completo e funcionários muito atenciosos.;Não tive problemas nenhum com o hotel. Única ponto ruim foi que um dos elevadores estava em manutenção e demorávamos uns 10 minutos para descer com apenas um funcionando, o hotel estava cheio.;9;;;;;;
